Title,reviews,stars
My experience with covington credit…,"Mr. Davenport is a pleasant, professional and warm employee.  He was thorough in his online renewal process.  He crossed every T and dotted every I. There were system issues, however he patiently maneuvered through the process.  We talked about life to pass the time. He is a joy to work with. Keep up the good work Mr. Davenport!",5
The number 1 loan company in the Mobile…,They’re very friendly and kind and I appreciate them very much.,5
Really understandable and helpful thank…,"Great customer service, everything was so easy and simple to understand.Thank you so much the team by Clanton!! They’re Awesome",5
Professional and quick to help.,Very good service and branch manger is on time and very friendly,5
The best place to get a loan.,Awesome staff. Great place to do business.,5
I love the team everyone so nice and…,Excellent customer service! Very friendly and courteous.,5
"Great experience, I appreciated the helping hand.",Well they very nice & Friendly Norissa touch my heart she is very kind & sweet.They deserve a 5+ .Thank you & Merry Xmas Mary A Little,5
Excellent and rapid response.,Very friendly and super helpful. Got everything done fast and easy.,5
Always a delight whenever I choose to…,Nice in person and on phone low monthly payments helped me out a lot,5
Fantastic experience,Serena and the other young lady are wonderful very friendly and polite. I have been a long time customer and would always refer my friends and family to this particular location.,5
If you're is need of money call Covington Credit,This is the first time I have taken advantage of refinancing. Because of the holidays I decided to give it a try. The associate that called was helpful and clearly explained the process.,5
Excellent place to get money,Process Was very easy and quick to borrow. Employee very helpful.,5
The staff was nice,Thanks for both by email and phone call from Amanda. Seems a lack in communication was the problem.Again thank you.Your response was swift and assured me all is well. Resp Ronnie Cummins,5
Great service people friendly fast and…,GREAT STAFF GREAT EXPERIENCE AND VERY PROFESSIONAL,5
Excellent service and very professional…,Friendly &knowledgeable employees. My visit was quick & professional. Definitely recommend this place.,5
Great service quick Service kind…,Great communication  very quickly and polite,5
Everyone at Covington has been…Absolutely the best!,GoodKnowledgeableCaring,5
Awesome people very respectful and…,I've been using this company for over 5yrs and the service has been incredibly helpful and all my needs were met. The customer service is always great and they are always helpful and understanding of my needs.,5
Covington. A helpful company you can trust.,They was very friendly an they was great in getting me the money I needed an I would refur them to any of my family and friends,5
Very professional and helpful,"KeeKee and staff were wonderful, through, and courteous! They really helped me in a time of need and I appreciate all they do.",5
Very helpful and polite,"The staff is professional and friendly, Scott is awesome. The process is quick and not time consuming. I will and have recommended them.",5
The workers and help there giving me…,I was impressed with the environment of the office. When I walked in I was greeted with the utmost professionalism.,4
