name,reviews,stars
Kevin Bell,"I have been a customer with one main for several years and each time that I have come into the office for any business the reps were at or above what I expected  their kindness, and willingness to work with me was a+ give them all great big thumbs up for a job well done.",5
James Cumbus,"As always, the girls at the Woodstock VA branch were very helpful and pleasant to work with. I'm pleased with the help that One Main has given to me.",4
John Tavarez,Very helpful ! And had enjoyed all represented by the business!,5
Candice Stover,"I was so glad when you guys accepted me, and I love the your team talked to me the first time interacted with you guys. I will always be a member of ONEMAIN FINANCIAL.",5
YVETTE WILLIS,It's always quick & easy to go through the loan process.,5
Jason Williams,Great efficient process with knowledgeable and friendly staff.,5
Carlton Logwood,"I found everyone at One Main to be spot on.  They were upfront with everything.  The interest rates are reasonable, and they are very quick.  If you're looking for a loan and maybe some others have turned you down.  Try One Main Financial.",5
Rachel Buchanan,"Great experience, professional and got my loan the following day. Would highly recommend them.",5
Gisela Tabares,Easy to get approved. Good experience.,5
Bryce Conklin,"Best experience ever with a loan process.  Susan was amazing taking care of me, very friendly and efficient.",4
Timothy Ryan,Lily was friendly and took time to give me options. I appreciate her service and patience!,5
Che David,Jess & crew are great !! They have helped me through some very tough times & I'm so greatful.,5
M.D. Oneil,"Jay, from the Dallas office was super helpful. He explained all of my options clearly and was super patient with me-we played phone tag for almost a week before we couple sit down and get my loan closed. Very easy process with easy to understand terms. All of my questions were expertly answered.",5
Deborah,Excellent customer service was performed.,5
James Johansen,Thank you for your honesty and helping me get exactly where I wanted to be financially..,5
Raphael Mojica,Thank you for all your help with getting my loan.,5
Freddie C,"The team at the Greenbrook, NJ location are excellent.  Very nice, helpful and professional.",5
Lashaun Blocker,"OneMain Financial help me to pay of my credit cards, many thanks to OneMain Financial.",5
Reginald W Johnson,Excellent service,4
Billy Dyer,"One Main financial was the answer to our financial situation.  We needed help, we asked you for it and you helped us out 100%.Thank you, One Main financial",5
Jame and Rhoda Smith,I'm a returning customer and I'll keep returning,5
Edward Chase,"Latoya Evans was kind to me and did her job with professionalism and respect, I will not hesitate recommend someone to her for help. I sincerely thank her from bottom of my heart, will say to her keep up with good job.",5
Bryan Diaz Garcia,"Very professional,  courteous service!!",5
Sharri R,When I needed help with a loan One Main was there banks wouldn’t help but when I called OneMain financial they took the time to listen and took the time to help me achieve my financial goalsThanks Jerry Heiser,5
Justin Burton,It was awesome Joseph was a great help He was professional and courteous,5
Arianna Oneal El,Thank you so much for helping me out with the loan that we needed at the moment very professional people working at the Moreno Valley office her name is Ría,5
Trumaine Warren,The representative that assisted me was nice and friendly and made me feel welcomed. The entire office is awesome,5
Andy M,"Kim was the best! She knows what she is doing, and does it well . And remains professional at all times.",5
Jill Gorman,"The experience was amazing. Uploading my info was quick and easy. Once my info was reviewed, I knew within minutes what I was eligible for. When I decided how much I needed I was signing within hrs and had my money within 48 hrs.",5
Christopher Campbell,"The loan specialist that helped us was very helpful and knowledgeable, she answered every question and got back to us quickly, walked us threw every thing.  They are very good at taking care if their clients.",5
Suzanne,John is an excellent manager and his coworkers are pretty nice too the friendly very nice,5
Dena Pastorius,Always a pleasure doing business with the One Main staff of Martinsburg   WV,5
Rose WARREN,"Our experience was better than Great !!!!!! We had an account when we lived in Cleveland Ohio and because we were so pleased with the warm and friendly serve we got there is why we came back to you guys ,you really made us feel good about everything , you took your time explaining everything to us let us know our options, and we truly appreciate you all , and would recommend family and friends looking for a loan to come to you guys , and again my wife and I thank you",3
Student,"Yvonne was very patient, knowledgeable and understanding. She explained every step in the process and made sure I knew exactly what was happening, that I understood the process. She made it easy and represented the company with excellence. I couldn't have asked for a better Rep. She's definitely keeper.",5
