Title,reviews,stars,sentiment
Great loan,I like that CashNetUSA works a like a credit card. It helps you to take care of your business without stress.,5,1
Friendly and nice,It’s been easy and painless. Always great customer service!! Thank you.,5,1
I was very satisfied  with the customer…,"It was fast and easy, everyone was so helpful.",5,1
I'm good my process went well.,"As a returning customer, my experience was excellent. Thank you!",5,1
Took care of my needs promptly and…,Great experience. Quick and hassle free!,5,1
A great place to get a loan but I think…,My experience was good had a misunderstanding. Yet the customer service was excellence and was very helpful.,5,1
Have always gotten excellent service…,Customer service is very helpful  and provide a friendly service .Always willing to help you out in a tight spot.,5,1
Very professional and helpful,"They Did Absolutely Nothing For Me..I Filled Out Everything As Should, Yet Still Received A ""Sorry"". I Work, I Have A House, Yet I Can't Get A Simple Loan. The Other Reviews On Here Have To Be Fake.",5,1
Great Professional Company to Work With…,Cashnet came through right on time. I had an emergency arise out of the blue and they were with me every step of the way.,5,1
CashNetUSA gave me help when I…,They helped a lot. Happy i was able to keep my car!,5,1
Good,"CASHNET has always been there for me.  Granted, the interest is a little steep, but my credit isn't the greatest.  CASHNET has been very empathetic during my time of crisis due to COVID and have worked with me on altered payments.  Thank you CASHNET for the individual treatment and understanding you have provided.  Thumbs up and an A1 rating from me.",5,1
Great customer service from Leah!!,Cash Net was very easy to use and straightforward if I was ever to have an emergency again I’d use them again,5,1
Customer is excellent if you ever need…,"Getting funds is a simple process, no complaints there. But they arbitrarily changed the credit limits AND how they calculate minimum payments so they are now larger. That seems pretty shady to me.",4,1
Great customer service,I was in a bind got funds without hours and got back on my feet. This was not something I would normally do but I was glad I did.,5,1
I like the efficiency,"It was very easy, not hard at all. And it was fast",5,1
The service was fair,Service was very professional and fast. I was very pleased with the service.,5,1
Cashnet was there when I needed help to…,It was fast and easy and in a matter of minutes i got what i needed.,5,1
I am disappointed that I cannot borrow…,They helped at just the right time. I didn't know what I was gonna do and then I was approved. Thanks.,3,1
Top customers service,I love this company but sometimes it’s confusing to understand somethings in the contract and when the moneys going to be done,5,1
Very helpful kind and lead you in the…thanks,Not as much as I needed but it will help.,5,1
CASHNETUSA LOWER THE INTEREST PLEASE,Very quick and easy experience. Would recommend to anyone.,5,1
YES and No..,My experience with cashnet has been good so far. No complaints with my service.,4,1
Customer Service was excellent,Kim was very helpful. She explained everything in detail. She guided me through filling out everything. She was so nice and patient. You are lucky to have her working for you.,5,1
They're helpful.,"Do not use CashNetUSA, unless you just want to give your money away. Extremely high-interest rates and high payments. They should be classified as a predatory loan company. Very dissatisfied!!!!!!!!!!!",5,1
